access;6;2;1
warn;2;4;3
unite;2;3;2
trump;2;0;7
top;3;4;2
teenager;0;7;1
swift;4;0;4
source;4;4;1
short;7;0;1
quality;5;1;0
president;1;0;8
piece;0;5;3
numb;0;7;2
note;1;6;2
network;5;2;2
mislead;0;9;0
message;1;3;2
lead;4;2;3
johansson;8;1;0
involve;1;4;5
interview;1;6;2
industry;2;1;3
impersonate;2;1;1
getty;1;0;8
false;1;6;1
email;2;2;0
dress;6;0;0
consensual;0;1;9
clothe;2;2;0
challenge;0;9;0
win;3;2;4
view;5;1;1
term;1;3;2
steal;6;1;1
standard;0;6;1
smith;6;0;2
set;2;2;3
recently;1;5;2
reach;2;4;2
put;4;3;1
political;0;7;1
minute;6;2;0
mike;7;0;0
measure;0;0;5
large;0;6;0
korea;0;0;6
illegal;1;0;7
hold;1;1;5
exist;0;3;5
customer;3;3;0
congress;0;1;7
clone;2;1;0
character;9;0;0
build;3;2;1
ban;0;2;4
back;1;7;0
babydoll;6;0;0
archi;6;0;0
al;1;7;0
advance;0;0;3
youtube;7;1;0
white;4;0;3
vermillio;2;5;0
uk;0;3;5
train;2;1;0
threat;5;3;0
thing;1;2;2
teen;1;4;1
synthetic;0;5;1
september;1;1;3
search;3;4;1
safe;1;2;3
provide;2;0;3
professor;1;5;1
prison;0;0;8
pornographic;0;1;6
plan;2;1;3
place;6;1;1
pay;6;0;0
party;1;2;1
organization;1;2;2
office;1;0;3
national;1;2;3
minister;0;2;4
mimic;2;3;0
lose;1;4;2
limit;3;3;1
legal;0;2;4
introduce;1;0;5
internet;0;4;3
imagine;7;0;0
hour;3;1;2
harmful;0;3;5
great;3;2;1
firm;0;6;0
fear;3;2;1
fast;1;5;0
fall;1;5;0
fact;1;6;0
elon;0;1;4
deal;2;5;1
danger;2;2;2
consumer;0;3;2
completely;5;1;0
common;2;5;1
chatgpt;7;1;0
catch;3;1;4
brook;0;0;8
bora;1;0;2
artist;6;0;1
american;1;3;1
altman;8;0;0
aim;0;0;7
advertisement;0;4;0
admit;1;2;4
abuse;0;1;7
ability;3;3;0
young;0;4;1
worry;0;2;3
washington;2;3;2
verification;2;3;2
upload;5;0;0
update;4;0;3
threaten;1;2;3
teach;0;1;4
tackle;0;2;4
statement;3;1;2
star;6;1;0
scammers;3;1;0
safeguard;5;1;1
rise;4;0;1
review;2;1;2
researcher;1;2;0
replace;2;1;4
relate;2;1;4
regulation;0;1;2
record;4;0;1
quickly;1;4;2
publish;0;5;1
promote;5;1;1
promise;2;1;3
potential;4;0;2
picture;4;0;1
percent;0;3;2
penalty;0;1;6
owner;3;0;3
open;2;1;2
offence;0;0;5
neely;0;5;1
major;3;3;0
live;3;1;1
lieberman;1;0;5
leader;3;3;1
lawsuit;0;0;7
korean;0;1;6
jazeera;1;5;0
instance;2;2;1
insider;1;0;3
incident;4;0;3
grok;5;0;1
girl;0;1;5
future;4;1;2
facebook;2;2;2
executive;2;4;0
effort;0;4;3
digitally;0;1;5
develop;0;7;0
detect;0;5;1
court;0;0;6
continue;1;3;1
circulate;5;1;0
center;0;0;7
care;4;2;0
bad;2;4;1
aware;1;2;4
apps;5;2;0
application;0;3;2
amendment;0;0;6
alter;1;1;5
wave;3;0;2
war;4;1;0
unauthorized;0;1;4
today;2;1;1
teacher;0;0;5
survey;0;2;4
sue;2;1;1
stand;1;0;2
spot;3;3;0
sora_s;5;0;0
small;3;1;0
slop;5;0;0
signal;1;2;2
scroll;4;1;0
scottish;0;0;6
safety;1;2;1
return;4;0;0
profit;1;2;2
north;1;2;1
nonconsensual;0;1;5
newsguard;0;5;0
mrbeast;5;0;0
misuse;1;4;0
license;2;1;0
late;4;1;0
language;0;4;0
lady;0;0;5
investigation;0;3;1
increasingly;1;3;0
host;0;4;2
full;2;1;0
footage;4;1;0
follow;2;1;2
financial;1;1;1
fight;1;5;0
event;1;4;1
enact;0;0;5
eli;6;0;0
edit;0;3;0
dozen;3;1;2
donald;1;0;5
difficult;1;2;0
detail;2;1;0
deceptive;0;2;4
cybersecurity;0;6;0
country;1;0;5
cost;4;0;1
computer;1;1;1
colleague;1;3;1
chief;1;4;0
bring;3;0;2
break;1;2;1
body;1;0;5
bipartisan;0;1;3
author;4;1;0
apple;3;2;0
affect;2;1;2
york;5;0;0
wednesday;0;3;1
web;1;4;0
violation;1;1;3
violate;0;0;5
urge;0;0;4
turn;2;3;0
truth;2;1;0
thousand;1;2;0
test;3;1;0
telegram;0;0;5
talk;2;1;1
suffer;0;0;4
step;1;2;0
spend;4;0;0
specific;0;0;3
space;0;4;1
software;1;2;0
situation;1;1;2
serve;0;0;4
separate;1;0;4
seoul;0;0;4
senator;0;0;3
screen;4;0;0
scotland;0;0;5
scene;3;1;0
san;4;0;1
revenge;1;0;2
reporter;4;0;1
reality;1;4;0
protest;4;0;1
prohibit;1;0;4
process;2;1;0
private;0;1;2
pop;2;0;2
personal;3;0;1
participate;1;0;3
park;4;0;0
page;3;2;0
order;0;0;3
option;3;0;1
opt;5;0;0
nicole;3;0;0
naked;1;0;3
mr;3;0;2
monday;0;1;4
matter;1;2;1
machine;0;3;0
low;1;1;1
listen;2;0;1
life;3;0;0
lawyer;1;1;1
lawmaker;0;0;4
june;1;2;1
jersey;0;1;3
invite;5;0;0
implement;2;0;3
humiliate;0;0;4
home;4;0;1
hear;0;1;4
head;4;0;0
hate;2;1;1
global;0;4;1
gain;2;0;1
fully;5;0;0
francisco;4;0;1
fool;1;3;0
fan;4;0;0
fabricate;3;2;0
extend;2;1;2
enter;1;1;1
educate;0;1;4
dr;2;2;0
dollar;0;3;2
disinformation;1;4;0
criminal;0;0;4
couple;2;1;0
convincingly;0;1;2
convince;0;3;0
community;3;2;0
citizen;0;0;5
choose;4;0;1
china;2;2;0
check;0;4;1
chat;2;2;1
charge;1;2;1
brewster;0;4;0
brand;2;1;0
book;2;2;0
berry;0;0;4
background;1;2;1
authentic;0;3;0
ap;2;2;1
alongside;1;1;1
adult;1;2;1
accept;2;1;2
weatherbed;4;0;0
voter;0;1;2
violent;2;0;2
violence;2;0;2
type;2;2;0
twitter;1;2;1
track;1;1;1
thursday;0;0;4
temporarily;1;1;1
talent;4;0;0
style;3;0;0
studio;3;1;0
strong;2;0;1
spongebob;4;0;0
spokesperson;1;2;1
sophie;0;0;4
solution;0;4;0
society;0;0;3
simple;4;0;0
significant;2;1;1
side;2;1;0
shopper;1;2;0
setting;2;2;0
sensitive;1;2;0
sense;0;3;1
sell;1;1;1
seek;2;0;2
scarlett;3;0;0
save;1;0;2
sam;4;0;0
responsible;0;1;2
resource;3;0;0
resemble;2;1;1
reputation;0;1;3
regulator;0;3;1
recognize;0;3;1
rally;1;0;2
race;2;1;1
psychiatrist;0;4;0
property;2;0;2
prominent;2;0;1
problem;0;3;1
press;1;2;1
prepare;3;0;0
powerful;2;2;0
popular;2;2;0
penny;0;0;4
partner;4;0;0
outcry;0;0;4
original;2;1;1
opportunity;1;3;0
nonprofit;0;2;2
multiple;3;1;0
moment;3;0;1
middle;1;1;1
method;0;0;3
messaging;0;2;1
mass;4;0;0
manner;0;0;3
mani;0;0;4
knowledge;0;2;2
king;1;0;3
kanye;3;0;0
join;1;1;2
john;1;1;2
jack;1;3;0
itu;0;3;0
important;0;2;2
immediately;2;0;1
imagery;1;0;3
holder;3;0;1
harassment;1;0;2
handle;1;0;2
guardrail;3;1;0
focus;0;1;3
film;2;1;0
european;0;1;2
error;1;2;0
entertainment;1;0;3
engage;2;0;2
draft;1;0;3
denmark;0;0;3
democracy;0;0;4
danish;0;0;4
damage;0;2;2
current;1;0;3
culture;2;0;2
criminalize;0;0;4
conservative;0;0;4
confirm;2;1;0
client;3;0;1
cbs;1;1;1
carefully;0;1;2
callum;0;0;4
buy;2;2;0
broadly;2;0;1
broad;2;1;1
blevins;0;3;0
begin;3;1;0
authority;1;2;1
anti;0;0;3
advocacy;0;1;2
advertise;0;2;1
additional;1;0;2
activist;0;0;3
www;2;1;0
village;0;3;0
vibe;2;1;0
verify;2;0;1
verge;3;0;0
unique;1;2;0
uncensored;3;0;0
tv;1;2;0
trend;2;1;0
tough;1;0;2
texas;1;0;2
television;1;2;0
swift_s;1;0;2
summer;0;1;2
strike;1;2;0
street;2;1;0
store;2;1;0
spin;3;0;0
song;1;1;1
single;0;3;0
secretary;0;2;1
sahai;3;0;0
rubio;0;2;1
roll;3;0;0
robust;0;2;1
robin;2;1;0
rip;3;0;0
reveal;0;1;2
representative;1;0;2
represent;0;0;3
remark;3;0;0
remain;2;1;0
relationship;0;3;0
recover;0;0;3
recommend;0;1;2
rapidly;1;1;1
raise;2;1;0
quiz;1;2;0
push;0;1;2
punishment;0;0;3
punish;0;0;3
protester;3;0;0
progressive;0;0;3
prof;1;1;1
power;3;0;0
potentially;1;0;2
pindrop;0;3;0
phony;2;0;1
perpetrator;0;0;3
partnership;3;0;0
netanyahu;0;3;0
minimize;0;0;3
mind;1;1;1
military;1;2;0
microsoft;2;1;0
mcglynn;1;0;2
los;3;0;0
lord;0;0;3
local;0;2;1
literacy;0;3;0
letter;1;0;2
largely;0;2;1
judge;0;0;3
jewish;2;1;0
intellectual;2;0;1
improve;2;1;0
imminent;1;0;2
identify;0;2;1
hurt;2;0;1
https;2;1;0
hope;0;0;3
hire;1;1;1
heitner;1;1;1
guardian;2;0;1
grapple;1;0;2
graphic;3;0;0
glasgow;0;0;3
gemini;2;1;0
game;2;1;0
fun;3;0;0
founder;0;2;1
force;1;0;2
follower;3;0;0
fiction;1;2;0
exploit;0;1;2
expect;1;2;0
exacerbate;0;3;0
establish;0;1;2
ensure;0;1;2
enforcement;0;0;3
encounter;1;2;0
echo;1;2;0
easily;0;3;0
dream;3;0;0
distribution;0;0;3
distribute;0;1;2
dispute;2;1;0
direct;1;2;0
design;1;1;1
department;1;1;1
democratic;0;1;2
demand;0;1;2
deception;1;2;0
david;3;0;0
date;1;2;0
dance;3;0;0
crown;0;0;3
creativity;3;0;0
contribute;1;1;1
consultation;1;0;2
combat;0;2;1
colman;0;3;0
college;1;1;1
collective;1;2;0
channel;0;2;1
ceremony;0;0;3
central;1;0;2
caraballo;1;2;0
camera;3;0;0
broadcast;2;1;0
billion;0;2;1
bear;1;1;1
basis;2;0;1
baby;2;1;0
avoid;0;2;1
avatar;2;1;0
attend;1;0;2
appeal;2;0;1
antisemitic;3;0;0
angeles;3;0;0
alert;2;0;1
afp;1;0;2
accuse;0;0;3
accountability;1;0;2
