"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"653";2;5;6;6;6;6;6;6;18
"654";2;5;6;6;6;6;6;6;18
"655";2;5;6;6;6;6;6;6;18
"656";2;5;6;6;6;6;6;6;18
"657";2;5;6;6;6;6;6;6;18
"658";2;5;6;6;6;6;6;6;18
"659";2;5;6;6;6;6;6;6;18
"660";2;5;6;6;6;6;6;6;18
"661";2;5;6;6;6;6;6;6;18
"662";2;5;6;6;6;6;6;6;18
"663";2;5;7;9;10;12;12;12;12
"664";2;5;7;9;10;12;12;12;12
"665";2;5;7;9;10;12;12;12;12
"666";2;5;7;9;10;12;12;12;12
"667";2;5;7;9;10;12;12;12;12
"668";2;5;7;9;10;12;12;12;12
"669";2;5;7;9;11;11;11;11;11
"670";2;5;7;9;10;12;12;12;12
"671";2;5;7;9;10;12;12;12;12
